"날짜","종가","시가","고가","저가","거래량","변동 %"
"2014- 10- 01","1,964.43","2,013.47","2,013.47","1,896.54","7.39B","-2.76%"
"2014- 09- 01","2,020.09","2,067.80","2,072.59","2,007.30","6.54B","-2.34%"
"2014- 08- 01","2,068.54","2,063.71","2,088.86","2,026.56","6.08B","-0.37%"
"2014- 07- 01","2,076.12","1,993.29","2,093.08","1,985.53","6.98B","3.69%"
"2014- 06- 01","2,002.21","1,998.81","2,016.78","1,965.12","4.60B","0.36%"
"2014- 05- 01","1,994.96","1,966.29","2,022.59","1,934.72","4.29B","1.69%"
"2014- 04- 01","1,961.79","1,983.78","2,013.09","1,955.15","4.69B","-1.20%"
"2014- 03- 01","1,985.61","1,967.90","1,989.80","1,913.64","4.97B","0.28%"
"2014- 02- 01","1,979.99","1,930.09","1,981.15","1,885.53","4.48B","2.00%"
"2014- 01- 01","1,941.15","2,013.11","2,013.89","1,899.76","5.09B","-3.49%"
"2013- 12- 01","2,011.34","2,050.45","2,052.88","1,947.44","4.60B","-1.64%"
"2013- 11- 01","2,044.87","2,037.25","2,050.70","1,963.42","6.10B","0.73%"
"2013- 10- 01","2,030.09","1,997.62","2,063.28","1,981.21","5.70B","1.66%"
"2013- 09- 01","1,996.96","1,925.32","2,018.02","1,921.01","5.09B","3.66%"
"2013- 08- 01","1,926.36","1,916.56","1,939.28","1,838.52","7.04B","0.64%"
"2013- 07- 01","1,914.03","1,851.57","1,920.60","1,809.72","7.60B","2.72%"
"2013- 06- 01","1,863.32","1,993.11","2,000.56","1,770.53","5.61B","-6.88%"
"2013- 05- 01","2,001.05","1,961.67","2,013.29","1,935.57","6.59B","1.89%"
"2013- 04- 01","1,963.95","2,009.94","2,010.15","1,888.30","7.69B","-2.04%"
"2013- 03- 01","2,004.89","2,028.55","2,033.89","1,946.05","6.86B","-1.07%"
"2013- 02- 01","2,026.49","1,964.75","2,030.85","1,928.75","7.31B","3.29%"
"2013- 01- 01","1,961.94","2,013.74","2,042.48","1,930.37","10.90B","-1.76%"
"2012- 12- 01","1,997.05","1,937.28","2,006.08","1,928.09","7.15B","3.32%"
"2012- 11- 01","1,932.90","1,903.57","1,941.84","1,856.81","9.85B","1.09%"
"2012- 10- 01","1,912.06","1,998.52","2,007.84","1,884.77","10.14B","-4.22%"
"2012- 09- 01","1,996.21","1,909.06","2,012.74","1,873.49","15.07B","4.78%"
"2012- 08- 01","1,905.12","1,870.58","1,964.07","1,843.87","9.80B","1.23%"
"2012- 07- 01","1,881.99","1,864.73","1,896.83","1,758.99","8.28B","1.51%"
"2012- 06- 01","1,854.01","1,832.08","1,908.19","1,776.85","7.46B","0.57%"
"2012- 05- 01","1,843.47","1,994.17","2,001.11","1,779.47","10.02B","-6.99%"
"2012- 04- 01","1,981.99","2,022.42","2,051.80","1,954.01","10.65B","-1.59%"
"2012- 03- 01","2,014.04","2,041.52","2,057.28","1,966.69","10.43B","-0.80%"
"2012- 02- 01","2,030.25","1,948.57","2,047.43","1,947.46","13.20B","3.81%"
"2012- 01- 01","1,955.79","1,831.69","1,973.35","1,810.48","8.60B","7.12%"
"2011- 12- 01","1,825.74","1,911.50","1,929.18","1,750.60","9.12B","-1.18%"
"2011- 11- 01","1,847.51","1,891.22","1,932.95","1,766.73","7.83B","-3.22%"
"2011- 10- 01","1,909.03","1,683.94","1,963.74","1,658.06","7.31B","7.88%"
"2011- 09- 01","1,769.65","1,887.21","1,928.40","1,644.11","7.69B","-5.88%"
"2011- 08- 01","1,880.11","2,160.09","2,173.28","1,684.68","9.61B","-11.86%"
"2011- 07- 01","2,133.21","2,120.03","2,192.83","2,105.24","6.60B","1.55%"
"2011- 06- 01","2,100.69","2,142.67","2,152.95","2,008.84","5.47B","-1.95%"
"2011- 05- 01","2,142.47","2,203.09","2,229.09","2,030.68","6.22B","-2.28%"
"2011- 04- 01","2,192.36","2,107.67","2,231.47","2,081.98","7.72B","4.07%"
"2011- 03- 01","2,106.70","1,922.38","2,106.74","1,882.09","6.62B","8.63%"
"2011- 02- 01","1,939.30","2,079.92","2,107.83","1,935.93","5.35B","-6.30%"
"2011- 01- 01","2,069.73","2,063.69","2,121.06","2,054.83","8.20B","0.91%"
"2010- 12- 01","2,051.00","1,907.70","2,052.97","1,904.71","8.78B","7.68%"
"2010- 11- 01","1,904.63","1,889.57","1,976.46","1,875.34","7.77B","1.15%"
"2010- 10- 01","1,882.95","1,872.39","1,924.61","1,837.08","7.79B","0.54%"
"2010- 09- 01","1,872.81","1,751.96","1,873.79","1,748.30","6.32B","7.46%"
"2010- 08- 01","1,742.75","1,771.38","1,797.42","1,716.86","7.29B","-0.94%"
"2010- 07- 01","1,759.33","1,687.00","1,778.72","1,650.30","8.05B","3.59%"
"2010- 06- 01","1,698.29","1,634.55","1,741.48","1,618.57","7.10B","3.48%"
"2010- 05- 01","1,641.25","1,735.68","1,740.15","1,532.68","7.58B","-5.76%"
"2010- 04- 01","1,741.56","1,695.30","1,757.76","1,695.30","9.31B","2.88%"
"2010- 03- 01","1,692.85","1,612.43","1,705.57","1,608.97","9.20B","6.16%"
"2010- 02- 01","1,594.58","1,603.87","1,631.71","1,548.78","7.22B","-0.49%"
"2010- 01- 01","1,602.43","1,681.71","1,723.22","1,595.39","9.20B","-4.77%"
